text,sentiment
staying strip want super expensive breakfast one hotels definitely check cabo wabo,1
low lights industrial style,0
dang listening leave already,-1
takes little long call ahead,-1
fans passionate intense probably worry brawls breaking,1
went dr van dykes office fraxel treatment,0
even still tie boxes,0
went sunday,0
hundredth time coming location usually around 12 always great service,1
owners pay attention check place every awhile,1
coming someone likes hole wall type restaurants,0
good,-1
two words butter cake,0
use phones camera instead,0
patience,0
ordered cashier asked wanted warmed replied,0
portions small meals,-1
got low country crab dip appetizer,0
say anything mean obviously always attitude tone taking order drive,-1
never waited minutes sandwich ordering,1
buddy cigar wanted smoke,0
seem take care patients speak able get around,1
working owners,0
experience fun,1
time sequence green dots painted rocks,0
okay early whatever,-1
food decent,1
saying everyone thought fellow yelpers know businesses folks running businesses heart understand sometimes drop cash forget credit card,1
line around 1 pm door,-1
love local places small dive diners one favorite things,1
super bummed took combo pie pizza 4 toppings choice,-1
close tables hard hear would go looking quiet romantic,-1
papers sign,0
picky yes,0
complaint sort shoved us corner table sure fact obviously couple anything better table would nice,-1
first gentleman greeted took info etc,0
get office check get weighed,0
went wife daughters turn passport applications,0
however served seasonal side,0
priced great food strip,1
dress budge,0
left satisfied hunger pangs gone,1
came watch performance decided place order family eat support event,1
gon na fat,0
flavor,-1
found ford focus best bunch,1
barely got bit,0
ordered popular food items recommended waitress,0
little things make big difference people day,1
order egg turkey sausage avocado croissant add mini crepe finally taste known,1
im glad went us bank always always greet smiles friendly normal customer service,1
feel like wrong,0
thing prices outstanding,-1
going cleaners years,1
first arrived outside restaurant look impressive,-1
love carmella pizza thought try new location montford,1
first day kind loop things went,0
looking buy certain product know much,0
family town wanted grill meat decided come back,0
friend already done,0
tiny inside really place recommend eating,-1
3 ingredients complicated,0
ever met life,0
honestly surprised tastes similar dairy ice cream,1
called 4 hour companies either respond customer service felt associated home,0
us,0
ate less half everything,-1
ordered appetizer drinks burgers,1
called bennett friday appointment machine etc following week,0
seated table near back servers entered orders,0
regular visited month sure closest filipino takeout place,1
friend took saying coupons,1
except first two times visited maybe 20 last 5 yrs always sit eat bar two sides one actual restaurant one walk prefer outside view 2 big screen tv sports year round,1
looking something sold online ask associate chances able find another store ship,1
took 116 pictures 50 minutes,0
hgv boasts fact property,0
giant eagle charge like 10 bucks 10 pieces,0
feel way first visit southwest yesterday,0
went 5 glare strip,0
nothing greasy one biggest pet peeves,1
okay put disclaimer review say australian,0
high expectations place due reviews yelp,1
bothered workers speaking vietnamese tom kind enough explain talking work day,1
cardio mind numbing,1
almost black,0
wednesdays tacos,1
previous attendance record longer achieved,-1
always good need someone right away,1
called saturday get quote tires receiving quote discount tires market street san tan ford,0
live cal lifestyle healthier pittsburgh,0
iif billing problem anything bring attention takwn care,1
popcorn tastes like cardboard though,-1
mentioned yelp good reviews gave 5,1
valet parking expensive warned 27bux day sure find less expensive options area,-1
use medium pink thing always used 10 years,0
taking dog vet since 2001,1
write walls,0
stumbled place,0
picked box sort monstrous roll 3 pieces sashimi 10,0
system hungry howie seemed issues unfortunately card payment going,-1
feel bothered,0
anyways last time vegas stayed el cortez new part boutique section highly recommend one,1
always cashier line slow kinda rude unfortunately customers deserving,-1
went first time wanted basic turkey cheese burger however turkey burger option unique,0
got sandwiched citgo liquor store um ook,-1
guys need go train store service efficiency,-1
cutting cake layer perfectly even thickness looked like cake food ad,1
giving us meat,0
expecting much restaurant looked like hole wall generic korean restaurant,-1
scope repairs grew eventually decided start scratch completely remodel bathroom,0
get wet blood,0
truly felt would make friend feel special,1
daughter jail island salmon maple glaze smoked bacon mushrooms wheatberries wild rice son chicken pot pie husband griddled octopus chorizo cranberry beans almonds stewed tomatoes escarole,0
worth property complex live,1
lots lots pennies,0
wife gets nostalgic good ol high school days always mentions serrano frequent hang friends,0
l ordered pizza go order thought would way charge toppings,-1
worried expensive,0
came monta ramen 30 minute wait,0
work server barely leave rania everyday work without grabbing meal eat,1
explains never trick anyone however give family deal,0
said sure problem,0
reason give desert title 1 star,-1
tried lunch buffet friends work,1
stylist cassie,0
people think okay bring aggressive dogs dog park,-1
fajita singular,0
5 tacos 5 taco bell,0
three small balls mashed cod covered thin coating fried,0
saw stuff like sushi burritos saw french fries kimchi saw bacon everything,0
table 7,0
talk making crave boiled peanuts chicken katsu must fix asap,1
food drink ordered two 1,0
ordered kare kare husband mother law ordered chicken adobo,0
wife dinner issues,-1
go member family chose go,0
eye doctor part long throe extremely nice,1
really wanted eye trimmed could see,0
room dessert spend extra 1 get strawberry ice cream lava cake,1
cash debit though mindful,-1
sure expect,0
menu called island stuffed toast actually thick slices texas toast stuffed fresh strawberries cream cheese soaked custard deep fried,0
ordered kalua without cabbage accidentally cooked,-1
many different options prices chose 98 service focus interior car,0
ordered classic breakfast,0
went celebrate birthday decided seat outside,0
soft opening,0
fully refunded cost,1
ask make spaghetti meatballs,0
salsa requested love spice get hint,-1
many therapists treatments years never massage walk office feeling like dont even lymphedema,1
family cameras,0
last night 2nd time wife eaten,0
wanted personal size salads,0
first contract exactly deal laid,1
